type,title,micro_summary,summary,tags,access_mode,url
admissions_registration_programs,תואר ראשון בניהול תיירות ופנאי,תואר ראשון בניהול תיירות ופנאי,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בניהול תיירות ופנאי הרישום פתוח תואר ראשון בניהול תיירות ופנאי קמפוס באר שבע תקופת לימוד 3 שנים תואר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/tourism-management
admissions_registration_programs,תואר ראשון בסוציולוגיה ואנתרופולוגיה באוניברסיטת בן-גוריון בנגב,תואר ראשון בסוציולוגיה ואנתרופולוגיה באוניברסיטת בן-גוריון ב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בסוציולוגיה ואנתרופולוגיה הרישום פתוח תואר ראשון בסוציולוגיה ואנתרופולוגיה קמפוס באר שבע תקופת לימוד…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/sociology-anthropology
admissions_registration_programs,תואר ראשון בסטטיסטיקה באוניברסיטת בן-גוריון בנגב,תואר ראשון בסטטיסטיקה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בסטטיסטיקה וניתוח נתונים הרישום פתוח תואר ראשון בסטטיסטיקה וניתוח נתונים קמפוס באר שבע תקופת לימודים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/statistics
admissions_registration_programs,תואר ראשון בספרות אנגלית,תואר ראשון בספרות אנגלית,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בספרות אנגלית הרישום פתוח תואר ראשון בספרות אנגלית קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/english-literature
admissions_registration_programs,תואר ראשון בספרות עברית,תואר ראשון בספרות עברית,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בספרות עברית הרישום פתוח תואר ראשון בספרות עברית קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/hebrew-literature
admissions_registration_programs,תואר ראשון בעבודה סוציאלית באוניברסיטת בן-גוריון בנגב,תואר ראשון בעבודה סוציאלית באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בעבודה סוציאלית הרישום פתוח תואר ראשון בעבודה סוציאלית קמפוס באר שבע | אילת תקופת לימוד 2-3 שנים תואר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/social-work
admissions_registration_programs,תואר ראשון בפוליטיקה וממשל באוניברסיטת בן-גוריון בנגב,תואר ראשון בפוליטיקה וממשל באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפוליטיקה וממשל הרישום פתוח תואר ראשון בפוליטיקה וממשל קמפוסים באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/politics-and-government
admissions_registration_programs,תואר ראשון בפיזיותרפיה באוניברסיטת בן-גוריון בנגב,תואר ראשון בפיזיותרפיה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפיזיותרפיה הרישום סגור תואר ראשון בפיזיותרפיה קמפוס באר שבע תקופת לימוד 4 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/physiotherapy
admissions_registration_programs,תואר ראשון בפיזיקה באוניברסיטת בן-גוריון בנגב,תואר ראשון בפיזיקה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפיזיקה הרישום פתוח תואר ראשון בפיזיקה קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/physics
admissions_registration_programs,תואר ראשון בפילוסופיה באוניברסיטת בן-גוריון בנגב,תואר ראשון בפילוסופיה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפילוסופיה הרישום פתוח תואר ראשון בפילוסופיה קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/philosophy
admissions_registration_programs,תואר ראשון ברוקחות באוניברסיטת בן-גוריון בנגב,תואר ראשון ברוקחות באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון ברוקחות הרישום פתוח תואר ראשון ברוקחות קמפוס באר שבע תקופת לימוד 4 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/pharmacy
admissions_registration_programs,תואר ראשון ברפואת חירום באוניברסיטת בן-גוריון בנגב,תואר ראשון ברפואת חירום באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון ברפואת חירום (כולל תוכנית השלמה) הרישום פתוח תואר ראשון ברפואת חירום (כולל תוכנית השלמה) קמפוס באר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/emergency-medicine
admissions_registration_programs,"תואר ראשון בתולדות האמנות, אמנות חזותית ויצירה","תואר ראשון בתולדות האמנות, אמנות חזותית ויצירה",למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב אמנויות (תולדות האמנות או אמנות חזותית) הרישום פתוח אמנויות (תולדות האמנות או אמנות חזותית) קמפוס באר שבע,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/art
admissions_registration_programs,תואר ראשון בתקשורת - אוניברסיטת בן-גוריון בנגב,תואר ראשון בתקשורת - אוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בתקשורת הרישום פתוח תואר ראשון בתקשורת קמפוס באר שבע | אילת תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/communication-studies
admissions_registration_programs,תואר שני באוניברסיטת בן-גוריון בנגב - כל תוכניות MA,כל תוכניות MA,"למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני כל תוכניות הלימודים לתואר שני ההרשמה לסמסטר סתו תשפ""ז פתוחה | מה אפשר ללמוד אצלנו לתואר שני","קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog
admissions_registration_programs,תואר שני בחינוך באוניברסיטת בן-גוריון בנגב,תואר שני בחינוך באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני תואר שני בחינוך הרישום פתוח תואר שני בחינוך קמפוס באר שבע תקופת לימוד 1-2 שנים תואר מוענק M | A בחינוך הרישום פתוח שמירה…,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog/categories/education-master/acceptance-conditions
admissions_registration_programs,תואר שני במנהל עסקים באוניברסיטת בן גוריון,תואר שני במנהל עסקים באוניברסיטת בן גוריון,למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני תואר שני במנהל עסקים הרישום פתוח תואר שני במנהל עסקים קמפוס באר שבע | אילת תקופת לימוד 2 שנים תואר מוענק M,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog/categories/business-administration-master
admissions_registration_programs,תואר שני במנהל עסקים באוניברסיטת בן-גוריון בנגב,תואר שני במנהל עסקים באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני תואר שני במנהל עסקים הרישום פתוח תואר שני במנהל עסקים קמפוס באר שבע | אילת תקופת לימוד 2 שנים תואר מוענק M,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog/categories/business-administration-master/acceptance-conditions
admissions_registration_programs,תואר שני במנהל עסקים בקמפוס אילת,תואר שני במנהל עסקים בקמפוס אילת,למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני תואר שני במנהל עסקים הרישום פתוח תואר שני במנהל עסקים קמפוס באר שבע | אילת תקופת לימוד 2 שנים תואר מוענק M,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog/categories/business-administration-master/eilat
admissions_registration_programs,תואר שני בפסיכולוגיה באוניברסיטת בן-גוריון בנגב,תואר שני בפסיכולוגיה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני תואר שני בפסיכולוגיה הרישום פתוח תואר שני בפסיכולוגיה קמפוס באר שבע תקופת לימוד 2 שנים תואר מוענק M | A בפסיכולוגיה…,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog/categories/psychology-master/acceptance-conditions
admissions_registration_programs,תואר שני בתעודת הוראה בחינוך באוניברסיטת בן-גוריון בנגב,תואר שני בתעודת הוראה בחינוך באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני לימודי תעודת הוראה הרישום פתוח לימודי תעודת הוראה קמפוס באר שבע | אילת תקופת לימוד שנה/שנתיים תעודה מוענקת תעודת הוראה…,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog/categories/teaching-certificate/acceptance-conditions
admissions_registration_programs,תנאי קבלה לתואר ראשון – כל מה שצריך לדעת לפני ההרשמה | בן-גוריון,תנאי קבלה לתואר ראשון – כל מה שצריך לדעת לפני ההרשמה | בן-גו,למועמדים ולמועמדות הבלוג כל מה שצריך לדעת לקראת הלימודים באוניברסיטה תנאי קבלה לתואר ראשון – כל מה שצריך לדעת לפני ההרשמה תנאי קבלה לתואר ראשון – כל מה שצריך לדעת לפני…,"קבלה/הרשמה, תנאי קבלה, הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/blog/articles/admission-requirements-guide
admissions_registration_programs,​הרשמה לאוניברסיטה - טפסים שימושיים,​הרשמה לאוניברסיטה - טפסים שימושיים,למועמדים ולמועמדות ​הרשמה לאוניברסיטה - טפסים שימושיים ​הרשמה לאוניברסיטה - טפסים שימושיים ידיעון למועמדים ולמועמדות >> רשימת הטפסים: טפסים כלליים טפסים לנרשמים לפקולטה…,"קבלה/הרשמה, הרשמה, תואר ראשון, תואר שני",public,https://bgu.ac.il/welcome/contents/pre-registration/admissions-forms
dekanat_student_support,Religious servicesBGU,Religious servicesBGU,"דיקנאט הסטודנטים שירותי דת - פעילות בית הכנסת שירותי דת - פעילות בית הכנסת בית הכנסת נמצא בבניין 28, קומת המרתף, מקלט 001 | את בית הכנסת מנהל הרב גיל הכהן בליזובסקי",דיקנאט,public,https://bgu.ac.il/u/rector/dekanat/ReligiousservicesBGU
dekanat_student_support,Religious servicesBGU,Religious servicesBGU,"דיקנאט הסטודנטים שירותי דת - פעילות בית הכנסת שירותי דת - פעילות בית הכנסת בית הכנסת נמצא בבניין 28, קומת המרתף, מקלט 001 | את בית הכנסת מנהל הרב גיל הכהן בליזובסקי",דיקנאט,public,https://bgu.ac.il/u/academic-affairs/dekanat/religiousservicesbgu
dekanat_student_support,דיקנאט הסטודנטים,דיקנאט הסטודנטים,"פורסם מתווה חרבות ברזל תשפ""ו >> חדש | עמוד מידע בנושא מילואים כל מה שרלוונטי למשרתי ומשרתות המילואים בעמוד מרכז מילואים אירועים אירועי הדיקנאט אירוע ללא תשלום שתפו 19…","דיקנאט, תשלומים, מילואים",public,https://bgu.ac.il/u/academic-affairs/dekanat
dekanat_student_support,המרכז לפיתוח קריירה - אוניברסיטת בן-גוריון בנגב,המרכז לפיתוח קריירה - אוניברסיטת בן-גוריון בנגב,"המרכז לפיתוח קריירה זה הזמן שלך לחשוב קריירה | האירועים הקרובים שלנו לכל האירועים אירוע ללא תשלום שתפו 19 במאי בשעה 10:00 רחבת קרייטמן, בניין 26 יריד התעסוקה השנתי של…","דיקנאט, תשלומים, קריירה",public,https://bgu.ac.il/u/academic-affairs/dekanat/career/career-center
dekanat_student_support,כל האירועים של המרכז לפיתוח קריירה באוניברסיטת בן-גוריון בנגב,כל האירועים של המרכז לפיתוח קריירה באוניברסיטת בן-גוריון בנג,דיקנאט הסטודנטים המרכז לפיתוח קריירה כל הסדנאות והאירועים שלנו כל האירועים המרכז לפיתוח קריירה המרכז לפיתוח קריירה מציע מגוון סדנאות ואירועים לבוגרי ולבוגרות האוניברסיטה…,"דיקנאט, קריירה",public,https://bgu.ac.il/u/academic-affairs/dekanat/career/career-center/events
dekanat_student_support,מידע למעסיקים - קשר עם המרכז לפיתוח קריירה באוניברסיטת בן-גוריון בנגב,מידע למעסיקים - קשר עם המרכז לפיתוח קריירה באוניברסיטת בן-גו,"דיקנאט הסטודנטים המרכז לפיתוח קריירה מידע למעסיקים מידע למעסיקים המרכז לפיתוח קריירה באוניברסיטת בן-גוריון בנגב, מסייע לכם המעסיקים לאתר את המועמדים הטובים ביותר…","דיקנאט, קריירה",public,https://bgu.ac.il/u/academic-affairs/dekanat/career/career-center/employers
dekanat_student_support,מלגות,מלגות,"למועמדים ולמועמדות מלגות מידע כללי מלגות מידע כללי באוניברסיטת בן-גוריון בנגב מחולקות מלגות שונות: 1 | לתלמידי תואר ראשון: מלגות קיום עבור סטודנטים עפ""י קריטריונים…","דיקנאט, מלגות, תואר ראשון",public,https://bgu.ac.il/welcome/contents/after-admission/scholar
dekanat_student_support,מרכז התמיכה | דיקנאט הסטודנטים | אוניברסיטת בן-גוריון בנגב,מרכז התמיכה | דיקנאט הסטודנטים | אוניברסיטת בן-גוריון בנגב,"דיקנאט הסטודנטים מרכז התמיכה מרכז התמיכה שירותי מרכז התמיכה בדיקנאט ניתנים לסטודנטיות וסטודנטים המוכרים עם ​​​לקויות למידה, הפרעת קשב וריכוז או מגבלה רפואית",דיקנאט,public,https://bgu.ac.il/u/academic-affairs/dekanat/support-center-services
dekanat_student_support,"מתווה 2 נק""ז לפעילות חברתית או שירות מילואים","מתווה 2 נק""ז לפעילות חברתית או שירות מילואים","דיקנאט הסטודנטים מתווה 2 נק""ז (נקודות זכות) לפעילות חברתית או שירות מילואים מתווה 2 נק""ז (נקודות זכות) לפעילות חברתית או שירות מילואים סטודנטיות וסטודנטים הלומדים לתואר…","דיקנאט, מילואים, תואר ראשון",public,https://bgu.ac.il/u/academic-affairs/dekanat/credit-for-social-activity-reserve-service
dekanat_student_support,על המרכז לפיתוח קריירה,על המרכז לפיתוח קריירה,דיקנאט הסטודנטים המרכז לפיתוח קריירה על המרכז לפיתוח קריירה באוניברסיטת בן-גוריון בנגב על המרכז לפיתוח קריירה באוניברסיטת בן-גוריון בנגב על המרכז המרכז לפיתוח קריירה…,"דיקנאט, קריירה",public,https://bgu.ac.il/u/academic-affairs/dekanat/career/career-center/about-us
dekanat_student_support,צוות המרכז לפיתוח קריירה,צוות המרכז לפיתוח קריירה,דיקנאט הסטודנטים המרכז לפיתוח קריירה צוות המרכז לפיתוח קריירה צוות המרכז לפיתוח קריירה מי אנחנו | המרכז לפיתוח קריירה לקידום התעסוקה בנגב מהווה גשר בין העולם האקדמי…,"דיקנאט, חיפוש סגל, קריירה",public,https://bgu.ac.il/u/academic-affairs/dekanat/career/career-center/our-people
dekanat_student_support,תוכניות התמחות:​ הגשר בין עולם האקדמיה לעולם התעסוקה - המרכז לפיתוח קריירה באוניברסיטת בן-גוריון בנגב,תוכניות התמחות:​ הגשר בין עולם האקדמיה לעולם התעסוקה - המרכז,דיקנאט הסטודנטים המרכז לפיתוח קריירה תוכניות התמחות:​ הגשר בין עולם האקדמיה לעולם התעסוקה תוכניות התמחות:​ הגשר בין עולם האקדמיה לעולם התעסוקה המרכז לפיתוח קריירה…,"דיקנאט, קריירה",public,https://bgu.ac.il/u/academic-affairs/dekanat/career/career-center/next-step
dekanat_student_support,תעסוקה שווה,תעסוקה שווה,"דיקנאט הסטודנטים המרכז לפיתוח קריירה תעסוקה שווה תעסוקה שווה ​​""תעסוקה שווה"" והמטה לשילוב אנשים עם מוגבלות עוזרים לכם להשתלב בעבודה בתחום לימודיכם כבר בשלב הלימודים…","דיקנאט, קריירה",public,https://bgu.ac.il/u/academic-affairs/dekanat/career/career-center/equal
general_misc,A Team of LEADERS,A Team of LEADERS,Program Details Application Process Our Alumni Our Team Yazamut360 Apply to be LEADERS EN A Team of LEADERS Nice to meet you | Gadi Bahat Head of Academic Programs A…,כללי,public,https://bgu.ac.il/yazamut360/leaders/leadersteam
general_misc,About Negev Plus | E-Commerce Training in the Negev,About Negev Plus | E-Commerce Training in the Negev,"About Negev Plus Yazamut 360 EN ABOUT NEGEV PLUS Where Local Innovation Goes Global LIVING—AND WORKING—IN AN E-COMMERCE WORLD In today’s business landscape, e-commerce…","כללי, חיפוש סגל",public,https://bgu.ac.il/yazamut360/negev-plus/np-about
general_misc,About Yazamut 360,About Yazamut 360,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/about
general_misc,BGU Communities – Connect with Entrepreneurial Talent,BGU Communities – Connect with Entrepreneurial Talent,"Our Communities Start a Community Yazamut 360 EN All your future talent,sorted by interest andexperience | Connect with entrepreneurial students united by their passions…",כללי,public,https://bgu.ac.il/yazamut360/communities
general_misc,Community Portfolio – Yazamut 360,Community Portfolio – Yazamut 360,"Our Communities Start a Community Yazamut 360 EN Explore Our Communities From tech to social impact, explore initiatives that connect talent, creativity, and…",כללי,public,https://bgu.ac.il/yazamut360/communities/our-communities
general_misc,Ira M. Ingerman Entrepreneur of the Year Award,Ira M. Ingerman Entrepreneur of the Year Award,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/iraingermanaward
general_misc,LEADERS Application Process | Join the Entrepreneurial Journey,LEADERS Application Process | Join the Entrepreneurial Journ,Program Details Application Process Our Alumni Our Team Yazamut360 Apply to be LEADERS EN Application Process Enjoy the Ride The best way to know if you’re a LEADER is…,כללי,public,https://bgu.ac.il/yazamut360/leaders/leadersapplication
general_misc,LEADERS Program | Entrepreneurship & Leadership Skills for BGU Students,LEADERS Program | Entrepreneurship & Leadership Skills for B,"Program Details Application Process Our Alumni Our Team Yazamut360 Apply to be LEADERS EN Discover You 2 | 0 When you join LEADERS, you don’t only learn how to become an…",כללי,public,https://bgu.ac.il/yazamut360/leaders
general_misc,"LEADERS Program: Entrepreneurship, Leadership, and Innovation","LEADERS Program: Entrepreneurship, Leadership, and Innovatio",Program Details Application Process Our Alumni Our Team Yazamut360 Apply to be LEADERS EN Program Details Leadership from A to Z LEADERS includes two semesters and a…,כללי,public,https://bgu.ac.il/yazamut360/leaders/leadersdetails
general_misc,LEADERS: Entrepreneurship Skills for Tomorrow,LEADERS: Entrepreneurship Skills for Tomorrow,"Program Details Application Process Our Alumni Our Team Yazamut360 Apply to be LEADERS EN Why Be a LEADER | It’s a Jungle Out There Thanks to AI, big data, and…",כללי,public,https://bgu.ac.il/yazamut360/leaders/whyleaders
general_misc,Negev Plus | Start & Grow Your Amazon Business,Negev Plus | Start & Grow Your Amazon Business,"About Negev Plus Yazamut 360 EN Start a business thatworks for you Launch, run, and grow an Amazon business, and enjoy financial independence—anywhere, and with any…",כללי,public,https://bgu.ac.il/yazamut360/negev-plus
general_misc,Start a Student Community – Yazamut 360,Start a Student Community – Yazamut 360,"Our Communities Start a Community Yazamut 360 EN English Build a Thriving Community Turn passions into initiatives that connect people, create opportunities, and shape…","כללי, חיפוש סגל",public,https://bgu.ac.il/yazamut360/communities/start-community
general_misc,Students Think Innovation: Google-backed tech challenge,Students Think Innovation: Google-backed tech challenge,"Yazamut 360 EN Contribute to yourcountry, jump-start asuccessful career | Bring ideals and innovation together, and improve both Israel’s future and yours",כללי,public,https://bgu.ac.il/yazamut360/sti
general_misc,Yazamut 360 Team,Yazamut 360 Team,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/our-team
general_misc,Yazamut 360 | Alumni,Yazamut 360 | Alumni,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/alumni
general_misc,Yazamut 360 | Ben-Gurion University of the Negev,Yazamut 360 | Ben-Gurion University of the Negev,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360
general_misc,Yazamut 360 | Entrepreneurship Program for International Communities,Yazamut 360 | Entrepreneurship Program for International Com,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/360-communities
general_misc,Yazamut 360 | Entrepreneurship Program for International Universities,Yazamut 360 | Entrepreneurship Program for International Uni,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/360-universities
general_misc,Yazamut 360 | For Researchers,Yazamut 360 | For Researchers,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/researchers
general_misc,Yazamut 360 | International Programs,Yazamut 360 | International Programs,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/360
general_misc,Yazamut 360 | Partners & Ecosystem,Yazamut 360 | Partners & Ecosystem,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/partners
general_misc,Yazamut 360 | Portfolio,Yazamut 360 | Portfolio,Students Researchers Partners About Us Our Programs LEADERS Student-led Communities Students Think Innovation Cactus Capital Negev Plus Ira M | Ingerman Award Portfolio…,כללי,public,https://bgu.ac.il/yazamut360/portfolio
general_misc,אגף משאבי אנוש,אגף משאבי אנוש,"איתך — בכל שלב, בכל שאלה, בכל שינוי",כללי,public,https://bgu.ac.il/u/admin/hr
general_misc,"אגף תכנון, בינוי ואחזקה","אגף תכנון, בינוי ואחזקה","המידע לסגל - בפורטל הבן-גוריוני חברות וחברי סגל יקרים, לתשומת ליבכם, מידע המיועד לקהילת האוניברסיטה הפנימית עבר לפורטל הסגל הבן-גוריוני החדש | תוכלו למצוא את נהלי אגף…","כללי, סגל",public,https://bgu.ac.il/u/admin/binuy
general_misc,אודות מרכז יזמות 360,אודות מרכז יזמות 360,סטודנטים וסטודנטיות חוקרים וחוקרות אקוסיסטם היזמות בנגב קצת עלינו התוכניות שלנו Students Think Innovation קרן קקטוס קפיטל LEADERS Oazis Negev Plus קהילות יזמות…,כללי,public,https://bgu.ac.il/yazamut360/he/about
